iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SRB,Europe,Serbia,2020-09-23,33080.0,81.0,66.714,744.0,1.0,1.143,4814.054,11.788,9.709,108.273,0.146,0.166,0.96,22.0,3.202,315.0,45.841,,,,,7466.0,1092359.0,158.968,1.087,6140.0,0.894,0.0109,92.0,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-09-24,33163.0,83.0,66.857,745.0,1.0,1.0,4826.133,12.079,9.73,108.418,0.146,0.146,0.97,22.0,3.202,294.0,42.785,,,,,6663.0,1099022.0,159.938,0.97,6109.0,0.889,0.0109,91.4,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-09-25,33238.0,75.0,68.714,746.0,1.0,1.0,4837.048,10.915,10.0,108.564,0.146,0.146,0.99,22.0,3.202,276.0,40.166,,,,,7422.0,1106444.0,161.018,1.08,6111.0,0.889,0.0112,88.9,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-09-26,33312.0,74.0,67.429,746.0,0.0,0.857,4847.817,10.769,9.813,108.564,0.0,0.125,1.0,22.0,3.202,266.0,38.71,,,,,5513.0,1111957.0,161.82,0.802,6047.0,0.88,0.0112,89.7,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-09-27,33384.0,72.0,68.0,747.0,1.0,0.857,4858.295,10.478,9.896,108.709,0.146,0.125,1.02,21.0,3.056,274.0,39.875,,,,,3138.0,1115095.0,162.277,0.457,6042.0,0.879,0.0113,88.9,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-09-28,33414.0,30.0,68.0,748.0,1.0,0.714,4862.66,4.366,9.896,108.855,0.146,0.104,1.04,20.0,2.911,279.0,40.602,,,,,5268.0,1120363.0,163.044,0.767,6041.0,0.879,0.0113,88.8,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-09-29,33479.0,65.0,68.571,749.0,1.0,0.857,4872.12,9.459,9.979,109.0,0.146,0.125,1.05,20.0,2.911,261.0,37.983,,,,,7315.0,1127678.0,164.108,1.065,6112.0,0.889,0.0112,89.1,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-09-30,33551.0,72.0,67.286,749.0,0.0,0.714,4882.598,10.478,9.792,109.0,0.0,0.104,1.08,21.0,3.056,269.0,39.147,,,,,6561.0,1134239.0,165.063,0.955,5983.0,0.871,0.0112,88.9,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,4771.1,6.29,10.41,694.326910665095
SRB,Europe,Serbia,2020-10-01,33662.0,111.0,71.286,750.0,1.0,0.714,4898.751,16.154,10.374,109.146,0.146,0.104,1.13,23.0,3.347,276.0,40.166,,,,,6139.0,1140378.0,165.957,0.893,5908.0,0.86,0.0121,82.9,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-02,33735.0,73.0,71.0,751.0,1.0,0.714,4909.375,10.624,10.332,109.291,0.146,0.104,1.15,23.0,3.347,281.0,40.893,,,,,6661.0,1147039.0,166.926,0.969,5799.0,0.844,0.0122,81.7,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-03,33842.0,107.0,75.714,753.0,2.0,1.0,4924.946,15.571,11.019,109.582,0.291,0.146,1.19,20.0,2.911,276.0,40.166,,,,,4751.0,1151790.0,167.617,0.691,5690.0,0.828,0.0133,75.2,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-04,33901.0,59.0,73.857,754.0,1.0,1.0,4933.532,8.586,10.748,109.728,0.146,0.146,1.22,21.0,3.056,284.0,41.33,,,,,2667.0,1154457.0,168.005,0.388,5623.0,0.818,0.0131,76.1,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-05,33952.0,51.0,76.857,756.0,2.0,1.143,4940.954,7.422,11.185,110.019,0.291,0.166,1.27,20.0,2.911,289.0,42.057,,,,,5349.0,1159806.0,168.784,0.778,5635.0,0.82,0.0136,73.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-06,34072.0,120.0,84.714,757.0,1.0,1.143,4958.418,17.463,12.328,110.164,0.146,0.166,1.32,19.0,2.765,286.0,41.621,,,,,7076.0,1166882.0,169.814,1.03,5601.0,0.815,0.0151,66.1,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-07,34193.0,121.0,91.714,758.0,1.0,1.286,4976.027,17.609,13.347,110.31,0.146,0.187,1.35,20.0,2.911,283.0,41.184,,,,,6700.0,1173582.0,170.789,0.975,5620.0,0.818,0.0163,61.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-08,34344.0,151.0,97.429,760.0,2.0,1.429,4998.001,21.975,14.179,110.601,0.291,0.208,1.39,21.0,3.056,291.0,42.349,,,,,6139.0,1179721.0,171.682,0.893,5620.0,0.818,0.0173,57.7,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-09,34517.0,173.0,111.714,761.0,1.0,1.429,5023.177,25.176,16.258,110.747,0.146,0.208,1.41,21.0,3.056,301.0,43.804,,,,,6933.0,1186654.0,172.691,1.009,5659.0,0.824,0.0197,50.7,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-10,34685.0,168.0,120.429,762.0,1.0,1.286,5047.626,24.449,17.526,110.892,0.146,0.187,1.41,22.0,3.202,305.0,44.386,,,,,4976.0,1191630.0,173.415,0.724,5691.0,0.828,0.0212,47.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-11,34787.0,102.0,126.571,763.0,1.0,1.286,5062.47,14.844,18.42,111.038,0.146,0.187,1.42,20.0,2.911,315.0,45.841,,,,,2906.0,1194536.0,173.838,0.423,5726.0,0.833,0.0221,45.2,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-12,34854.0,67.0,128.857,765.0,2.0,1.286,5072.22,9.75,18.752,111.329,0.291,0.187,1.44,20.0,2.911,326.0,47.442,,,,,5263.0,1199799.0,174.604,0.766,5713.0,0.831,0.0226,44.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-13,35006.0,152.0,133.429,767.0,2.0,1.429,5094.34,22.12,19.418,111.62,0.291,0.208,1.47,22.0,3.202,329.0,47.879,,,,,7177.0,1206976.0,175.648,1.044,5728.0,0.834,0.0233,42.9,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-14,35251.0,245.0,151.143,768.0,1.0,1.429,5129.995,35.654,21.995,111.765,0.146,0.208,1.51,22.0,3.202,351.0,51.08,,,,,6428.0,1213404.0,176.584,0.935,5689.0,0.828,0.0266,37.6,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-15,35454.0,203.0,158.571,770.0,2.0,1.429,5159.537,29.542,23.077,112.056,0.291,0.208,1.54,25.0,3.638,359.0,52.244,,,,,6504.0,1219908.0,177.53,0.947,5741.0,0.835,0.0276,36.2,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-16,35719.0,265.0,171.714,772.0,2.0,1.571,5198.102,38.565,24.989,112.347,0.291,0.229,1.57,23.0,3.347,365.0,53.118,,,,,7429.0,1227337.0,178.611,1.081,5812.0,0.846,0.0295,33.8,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-17,35946.0,227.0,180.143,774.0,2.0,1.714,5231.136,33.035,26.216,112.638,0.291,0.249,1.59,22.0,3.202,372.0,54.136,,,,,5456.0,1232793.0,179.405,0.794,5880.0,0.856,0.0306,32.6,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-18,36160.0,214.0,196.143,776.0,2.0,1.857,5262.279,31.143,28.544,112.929,0.291,0.27,1.63,24.0,3.493,390.0,56.756,,,,,3325.0,1236118.0,179.889,0.484,5940.0,0.864,0.033,30.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-19,36282.0,122.0,204.0,778.0,2.0,1.857,5280.034,17.754,29.688,113.221,0.291,0.27,1.68,24.0,3.493,408.0,59.375,,,,,5746.0,1241864.0,180.726,0.836,6009.0,0.874,0.0339,29.5,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-20,36608.0,326.0,228.857,780.0,2.0,1.857,5327.476,47.442,33.305,113.512,0.291,0.27,1.74,25.0,3.638,441.0,64.178,,,,,7242.0,1249106.0,181.779,1.054,6019.0,0.876,0.038,26.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-21,37120.0,512.0,267.0,780.0,0.0,1.714,5401.986,74.51,38.856,113.512,0.0,0.249,1.8,27.0,3.929,490.0,71.309,,,,,7425.0,1256531.0,182.86,1.081,6161.0,0.897,0.0433,23.1,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-22,37536.0,416.0,297.429,783.0,3.0,1.857,5462.525,60.539,43.284,113.948,0.437,0.27,1.84,24.0,3.493,515.0,74.947,,,,,6715.0,1263246.0,183.837,0.977,6191.0,0.901,0.048,20.8,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-23,38115.0,579.0,342.286,786.0,3.0,2.0,5546.786,84.261,49.812,114.385,0.437,0.291,1.88,24.0,3.493,530.0,77.13,,,,,8209.0,1271455.0,185.032,1.195,6303.0,0.917,0.0543,18.4,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-24,38872.0,757.0,418.0,789.0,3.0,2.143,5656.95,110.164,60.831,114.821,0.437,0.312,1.92,23.0,3.347,616.0,89.645,,,,,6822.0,1278277.0,186.025,0.993,6498.0,0.946,0.0643,15.5,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-25,39486.0,614.0,475.143,792.0,3.0,2.286,5746.304,89.354,69.146,115.258,0.437,0.333,1.92,26.0,3.784,694.0,100.996,,,,,4739.0,1283016.0,186.714,0.69,6700.0,0.975,0.0709,14.1,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-26,39827.0,341.0,506.429,793.0,1.0,2.143,5795.929,49.625,73.699,115.403,0.146,0.312,1.93,39.0,5.676,768.0,111.765,,,,,6503.0,1289519.0,187.661,0.946,6808.0,0.991,0.0744,13.4,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-27,40880.0,1053.0,610.286,798.0,5.0,2.571,5949.17,153.241,88.813,116.131,0.728,0.374,1.96,38.0,5.53,823.0,119.769,,,,,9430.0,1298949.0,189.033,1.372,7120.0,1.036,0.0857,11.7,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-28,42208.0,1328.0,726.857,803.0,5.0,3.286,6142.431,193.261,105.778,116.859,0.728,0.478,1.96,39.0,5.676,946.0,137.669,,,,,9690.0,1308639.0,190.443,1.41,7444.0,1.083,0.0976,10.2,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-29,43592.0,1384.0,865.143,809.0,6.0,3.714,6343.841,201.41,125.902,117.732,0.873,0.541,1.94,44.0,6.403,1012.0,147.274,,,,,9457.0,1318096.0,191.819,1.376,7836.0,1.14,0.1104,9.1,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-30,45137.0,1545.0,1003.143,814.0,5.0,4.0,6568.681,224.84,145.985,118.459,0.728,0.582,1.9,47.0,6.84,1048.0,152.513,,,,,11004.0,1329100.0,193.421,1.601,8235.0,1.198,0.1218,8.2,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-10-31,46954.0,1817.0,1154.571,820.0,6.0,4.429,6833.105,264.424,168.022,119.333,0.873,0.644,1.85,51.0,7.422,1122.0,163.282,,,,,9531.0,1338631.0,194.808,1.387,8622.0,1.255,0.1339,7.5,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,4722.8,5.61,-0.57,687.297925780032
SRB,Europe,Serbia,2020-11-01,48403.0,1449.0,1273.857,826.0,6.0,4.857,7043.974,210.87,185.381,120.206,0.873,0.707,1.79,52.0,7.567,1196.0,174.051,,,,,6539.0,1345170.0,195.759,0.952,8879.0,1.292,0.1435,7.0,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-02,49205.0,802.0,1339.714,833.0,7.0,5.714,7160.687,116.713,194.965,121.225,1.019,0.832,1.74,57.0,8.295,1242.0,180.745,,,,,7487.0,1352657.0,196.849,1.09,9020.0,1.313,0.1485,6.7,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-03,51083.0,1878.0,1457.571,844.0,11.0,6.571,7433.988,273.301,212.117,122.825,1.601,0.956,1.7,49.0,7.131,1397.0,203.302,,,,,10962.0,1363619.0,198.444,1.595,9239.0,1.345,0.1578,6.3,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-04,53495.0,2412.0,1612.429,850.0,6.0,6.714,7785.001,351.013,234.653,123.698,0.873,0.977,1.67,53.0,7.713,2014.0,293.093,,,,,12617.0,1376236.0,200.28,1.836,9657.0,1.405,0.167,6.0,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-05,55676.0,2181.0,1726.286,861.0,11.0,7.429,8102.397,317.396,251.222,125.299,1.601,1.081,1.64,57.0,8.295,2125.0,309.246,,,,,12480.0,1388716.0,202.097,1.816,10089.0,1.468,0.1711,5.8,people tested,,,,,,,,,,,,,,51.85,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-06,57958.0,2282.0,1831.571,871.0,10.0,8.143,8434.491,332.094,266.544,126.755,1.455,1.185,1.6,74.0,10.769,2307.0,335.732,,,,,12947.0,1401663.0,203.981,1.884,10366.0,1.509,0.1767,5.7,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-07,60635.0,2677.0,1954.429,880.0,9.0,8.571,8824.068,389.577,284.423,128.064,1.31,1.247,1.58,77.0,11.206,2442.0,355.378,,,,,11192.0,1412855.0,205.609,1.629,10603.0,1.543,0.1843,5.4,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-08,62747.0,2112.0,2049.143,890.0,10.0,9.143,9131.423,307.354,298.207,129.52,1.455,1.331,1.55,106.0,15.426,2549.0,370.95,,,,,8299.0,1421154.0,206.817,1.208,10855.0,1.58,0.1888,5.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-09,64065.0,1318.0,2122.857,901.0,11.0,9.714,9323.228,191.805,308.934,131.12,1.601,1.414,1.53,119.0,17.318,2637.0,383.756,,,,,8397.0,1429551.0,208.039,1.222,10985.0,1.599,0.1933,5.2,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-10,66888.0,2823.0,2257.857,915.0,14.0,10.143,9734.053,410.825,328.581,133.158,2.037,1.476,1.52,126.0,18.336,2764.0,402.238,,,,,13091.0,1442642.0,209.944,1.905,11289.0,1.643,0.2,5.0,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-11,70424.0,3536.0,2418.429,936.0,21.0,12.286,10248.638,514.586,351.948,136.214,3.056,1.788,1.52,143.0,20.81,2959.0,430.616,,,,,12514.0,1455156.0,211.765,1.821,11274.0,1.641,0.2145,4.7,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-12,73765.0,3341.0,2584.143,955.0,19.0,13.429,10734.846,486.208,376.064,138.979,2.765,1.954,1.51,151.0,21.975,3343.0,486.499,,,,,13008.0,1468164.0,213.658,1.893,11350.0,1.652,0.2277,4.4,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-13,77264.0,3499.0,2758.0,972.0,17.0,14.429,11244.047,509.201,401.365,141.453,2.474,2.1,1.51,158.0,22.993,3564.0,518.66,,,,,14116.0,1482280.0,215.713,2.054,11517.0,1.676,0.2395,4.2,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-14,81086.0,3822.0,2921.571,989.0,17.0,15.571,11800.254,556.207,425.169,143.927,2.474,2.266,1.51,163.0,23.721,3822.0,556.207,,,,,14015.0,1496295.0,217.752,2.04,11920.0,1.735,0.2451,4.1,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-15,84568.0,3482.0,3117.286,1009.0,20.0,17.0,12306.981,506.727,453.651,146.837,2.911,2.474,1.51,164.0,23.867,3847.0,559.845,,,,,11527.0,1507822.0,219.43,1.677,12381.0,1.802,0.2518,4.0,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-16,87381.0,2813.0,3330.857,1030.0,21.0,18.429,12716.35,409.369,484.732,149.893,3.056,2.682,1.51,161.0,23.43,3963.0,576.726,,,,,11493.0,1519315.0,221.102,1.673,12823.0,1.866,0.2598,3.8,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-17,92375.0,4994.0,3641.0,1054.0,24.0,19.857,13443.116,726.765,529.866,153.386,3.493,2.89,1.5,179.0,26.049,4963.0,722.254,,,,,17645.0,1536960.0,223.67,2.568,13474.0,1.961,0.2702,3.7,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-18,97988.0,5613.0,3937.714,1081.0,27.0,20.714,14259.962,816.847,573.046,157.315,3.929,3.015,1.49,182.0,26.486,5317.0,773.77,,,,,18040.0,1555000.0,226.295,2.625,14263.0,2.076,0.2761,3.6,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-19,104097.0,6109.0,4333.143,1110.0,29.0,22.143,15148.99,889.028,630.592,161.536,4.22,3.222,1.49,186.0,27.068,5589.0,813.354,,,,,18980.0,1573980.0,229.058,2.762,15117.0,2.2,0.2866,3.5,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-20,110351.0,6254.0,4726.714,1140.0,30.0,24.0,16059.12,910.13,687.868,165.902,4.366,3.493,1.46,192.0,27.941,5803.0,844.497,,,,,19301.0,1593281.0,231.866,2.809,15857.0,2.308,0.2981,3.4,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-21,116125.0,5774.0,5005.571,1168.0,28.0,25.571,16899.397,840.277,728.449,169.976,4.075,3.721,1.43,209.0,30.415,6071.0,883.498,,,,,16938.0,1610219.0,234.331,2.465,16275.0,2.368,0.3076,3.3,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-22,121120.0,4995.0,5221.714,1199.0,31.0,27.143,17626.307,726.911,759.904,174.488,4.511,3.95,1.41,212.0,30.852,6214.0,904.309,,,,,13429.0,1623648.0,236.286,1.954,16547.0,2.408,0.3156,3.2,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2020-11-23,126187.0,5067.0,5543.714,1237.0,38.0,29.571,18363.696,737.389,806.764,180.018,5.53,4.303,1.39,216.0,31.434,6329.0,921.044,,,,,15061.0,1638709.0,238.477,2.192,17056.0,2.482,0.325,3.1,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
